letter_num,description,mss_ocr,edition,salutation,valid_mss,text,pase_refs,pase_keys,scripture_ref,start_page,end_page
Ep. 297,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,"A1, A1*",False,['Alcuin 1'],['1142'],NEEDS MANUAL VALIDATION,456,456
Ep. 298,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,H,False,['Alcuin 1'],['1142'],NEEDS MANUAL VALIDATION,456,457
Ep. 299,MANUAL CHECK NEEDED,MANUAL CHECK NEEDED,MANUAL CHECK NEEDED,MANUAL CHECK NEEDED,"A1, A1*",False,['Alcuin 1'],['1142'],NEEDS MANUAL VALIDATION,457,458
Ep. 300,"Alevinus Aedilburgae abbatissae Flaedanbyrgensi, Offaec Merciorum quondam regis
filiae, pro muneribus missis gratias agit. De regum iniuriis eam consolatur. Addit de
omisso ab ea itinere. 797—804,

","Codd. H fol. 22'—24, T fol. 103'—104, A I p. 164—165 n. 116%,","Ed . Q 100, F 147, J 229. — Migne col. 468.",ALBINUS EUGENIAE FILIAE VIRGINI CARISSIMAE IN CHRISTO SALUTEM.,"H, T*, A1*",False,"['Alcuin 1', 'Æthelburg 8', 'Eardwulf 4', 'Cenwulf 3', 'Anonymi 1981', 'Anonymi 1980']","['1142', '4320', '7277', '2385', '10079', '10078']","[['Judith', '13', '17'], ['Aggaci', '1', '6'], ['Habac', '2', '6'], ['Tudae', '13', '6']]",458,459
Ep. 301,"Alevinus Alchardi Elmhamensis et Tifredi Dummocensis episcoporum amori se com-
mendat. De Lullo abbate. 798—804,

","CodCodd. H fol. 22'—24, T fol. 103'—104, A I p. 164—165 n. 116%,","Ed Ed . Q 100, F 147, J 229. — Migne col. 468.",,H,False,"['Alcuin 1', 'Ealhheard 1', 'Tidfrith 1', 'Lull 2']","['1142', '13550', '5531', '10082']",NEEDS MANUAL VALIDATION,459,460
Ep. 302,"Alevinus Ardbertum virum illustrem laudat et admonet; Lullum abbatem commendat,

798—804.
",Cod. H fol. 48'—49'.,"Ed . F 207, J 231. —~ Migne col. 492.",ALCHVINUS SANCTI MARTINI FAMULUS ARDBERTO? VIRO INLUSTRI PERPETUAE BEATITUDINIS SALUTEM.,H,False,"['Alcuin 1', 'Heardberht 3', 'Offa 7', 'Ecgfrith 7', 'Cenwulf 3', 'Lull 2']","['1142', '5131', '305', '4467', '2385', '10082']","[['Tudae', '13', '6'], ['2 Rog', '7', '12'], ['Ime', '10', '16']]",460,461
Ep. 303,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,H,False,"['Benedict 4', 'Alcuin 1']","['1146', '1142']",NEEDS MANUAL VALIDATION,461,462
Ep. 304,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,Paris 2731,False,['Alcuin 1'],['1142'],NEEDS MANUAL VALIDATION,462,464
Ep. 305,"Alevinus Widoni Britannici limitis comiti ab eo rogatus librum de virtutibus et
vitiis saepius legendum mittit. ce, 801—804.
","Codd, S. Galli 146 s. IX. p. 120—121 (A), S. Galli 677 s, X. p. 132—137 (G), Monac. 4601. (Bene- dictobur.) s. X. fol. 102—102', Trec. 1742 8, IX. fol. 5—6 (I), Matritens. A 151 s. IX—X. (M), Epored. 30 (1), Carnot. 113 s. IX. (C).",Ed . Margar. de la Bigne Bibliothecae SS. patrum append. col. 1091—1092 (sine epilogo) ; Quer-,,"A, G, T, I, C",False,"['Wido 1', 'Alcuin 1']","['1210', '1142']","[['Ime', '10', '16'], ['Iob', '20', '27']]",464,465
Ep. 306,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,"Paris 8433, Trecensis 1876",False,"['Charlemagne 1', 'Angilberct 1', 'Alcuin 1']","['247', '9973', '1142']",NEEDS MANUAL VALIDATION,465,466
Ep. 307,"Alevinus Carolo imperatori respondet ad magistri Gracci quaestionem de salutis

humanae pretio, quod a Paulo apostolo in prima ad Corinthios epistola commemoratur.

801—804.
","Codd, P fol. 95—101 (P f. 56'—61).","Ed , Baluzius Miscell. I, 365—374, F 126, J 240. — Migne col, 431.","IN NOMINE DEI CHRISTI SALVATORIS MUNDI. DAVID, CHRISTO DOMINI, ALBINUS PERPETUAE PACIS ET PROSPERITATIS IN DOMINO SALUTEM.","P, P*",False,"['Charlemagne 1', 'Alcuin 1']","['247', '1142']",NEEDS MANUAL VALIDATION,466,471
Ep. 308,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,"H, T*, A1*",False,"['Charlemagne 1', 'Alcuin 1']","['247', '1142']",NEEDS MANUAL VALIDATION,471,473
Ep. 309,"Alevinus Gundradae virgini nobili ab ea rogatus de animae ratione exponit, admoni-
tiones addit. 801—804,

","Codd. Monac. (S. Emmer.) 14614 3, IX. fol. 226—242 (A), Monac. (S. Emmer.) 14510 s. IX. fol. 168— 186 (E), Monae. (Salisburg.) 15813 fol. 90'—102 (8), S. Galli 272 s. IX. p. 214—242 (G), Trecensis 1528 s. IX. fol. 81—-97' (T), Romanus Minervae B IV 18 s. IX. (R), Valentianensis 187 (242) saec. IX. fol. 76 (V). Exstat etiam in codd. Musei Britann, Harleiano 4980 saec. IX. fol. 131' sqq., Trecensi 1165 saec. 1X., Pari- sino 5577 fol. 101—112, Parisino 2341 saec. IX. fol. 169, Parisino 2390 s. XI. fol. 79 sq., Paris. 2849 s. IX. fol. 42, Musei Britann. Addit. 18327 s, XII. fol. 86'—94, Kings libr. 6 B VIII s. XII. fol. 52-57%.","Ed . Quercetanus col. 769—782, Frobenius II, 146-153, J 243. — Migne CI, col. 639 sqq.",CARISSIMAE IN CHRISTI CARITATE SORORI EULALIAE VIRGINI' ALBINUS IN DOMINO SALUTEM.,"A, E, S, G, T, R, V",False,"['Gundrada 1', 'Alcuin 1']","['1207', '1142']",NEEDS MANUAL VALIDATION,473,478
Ep. 310,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,MANUAL VALIDATION NEEDED,H,False,['Alcuin 1'],['1142'],"[['Iob', '20', '27'], ['Osee', '8', '1']]",478,481
